workorder,open,close,tail,airframe,ata,label,label_id,cleaned_problem,original_problem,date,ata2,original_action
1163123,4/19/17,4/20/17,N653ND,C172,7230,baffle seal loose/damage,c_9,WORN SPOTS ON FWD LWR BAFFLE SEAL ABOVE INTAKE.,WORN SPOTS ON FWD LWR BAFFLE SEAL ABOVE INTAKE.,4/20/17,7230,FILLED IN SPOTS W/ RTV.
1163123,4/19/17,4/20/17,N653ND,C172,7200,engine run rough,c_24,PAINT UNDER GROUND WIRE STRAP ON ENGINE.,PAINT UNDER GROUND WIRE STRAP ON ENGINE.,4/20/17,7200,REMOVED PAINT & CLEANED STRAP END.
1163124,4/19/17,4/20/17,N573ND,C172,7200,baffle spring damage,c_10,"INNER BAFFLE TIE SPRING BROKEN, L/H SIDE.","INNER BAFFLE TIE SPRING BROKEN, L/H SIDE.",4/20/17,7200,REPLACED BAFFLE SPRING.
1163171,4/21/17,4/21/17,N527ND,C172,7230,rocker cover leak/loose/damage,c_37,"#3, 4 CYL ROCKER COVER GASKETS LEAK.","#3, 4 CYL ROCKER COVER GASKETS LEAK.",4/21/17,7230,REMOVED #3 & 4 ROCKER COVERS. REMOVED OLD GASKETS & CLE
1163174,4/21/17,4/22/17,N572ND,C172,7230,intake gasket leak/damage,c_28,#3 INTAKE LEAKING.,#3 INTAKE LEAKING.,4/21/17,7230,REPLACED GASKET.
1163174,4/21/17,4/22/17,N572ND,C172,7230,cylinder compression issue,c_13,COMPRESSION IS LOW #2 CYLINDER.,COMPRESSION IS LOW #2 CYLINDER.,4/21/17,7230,REINSTALLED CYLINDER TO ENGINE & TORQUE BASE NUTS TO SP
1163174,4/21/17,4/22/17,N572ND,C172,7230,cylinder compression issue,c_13,COMPRESSION IS LOW #2 CYLINDER.,COMPRESSION IS LOW #2 CYLINDER.,4/21/17,7230,REMOVED CYLINDER FROM ENGINE. FOUND EXHAUST VALVE WORN.
1163174,4/21/17,4/22/17,N572ND,C172,7230,cylinder compression issue,c_13,COMPRESSION IS LOW #2 CYLINDER.,COMPRESSION IS LOW #2 CYLINDER.,4/22/17,7230,RECONECTED OIL RETURN LINES. REINSTALLED BAFFLES. PERFO
1163222,4/24/17,4/24/17,N523ND,C172,7230,oil dipstick/tube need repair,c_33,SCREW BEHIND OIL TUBE FILTER LOOSE.,SCREW BEHIND OIL TUBE FILTER LOOSE.,4/24/17,7230,TIGHTENED SCREW.
1163223,4/24/17,4/27/17,N507ND,C172,7230,cylinder crack/fail/need part repair,c_14,ROD CHANGE PER LYCOMING.,ROD CHANGE PER LYCOMING.,4/24/17,7230,DISASSEMBLED TOP END OF ENGINE.
1163223,4/24/17,4/27/17,N507ND,C172,7230,oil dipstick/tube need repair,c_33,#4 CYL PUSH ROD TUBE WASHER CORRODED.,#4 CYL PUSH ROD TUBE WASHER CORRODED.,4/26/17,7230,REMOVED & REPLACED WASHER.
1163223,4/24/17,4/27/17,N507ND,C172,7230,cylinder crack/fail/need part repair,c_14,ROD CHANGE PER LYCOMING.,ROD CHANGE PER LYCOMING.,4/25/17,7230,"HONED CYLINDERS, LAPPED VALVEDS, REAMED EXHAUST GUIDES."
1163223,4/24/17,4/27/17,N507ND,C172,7230,cylinder crack/fail/need part repair,c_14,ROD CHANGE PER LYCOMING.,ROD CHANGE PER LYCOMING.,4/26/17,7230,CONTINUED ENGINE REASSEMBLY & BAFFLING. DRY TAPPET CLEA
1163223,4/24/17,4/27/17,N507ND,C172,7230,cylinder crack/fail/need part repair,c_14,ROD CHANGE PER LYCOMING.,ROD CHANGE PER LYCOMING.,4/27/17,7230,"COMPLETED ENGINE REASSEMBLY. RAN A/C, OPS & LEAK CK GOO"
1163224,4/24/17,4/24/17,N697ND,SEMI,520,cylinder crack/fail/need part repair,c_14,AIR BOX GASKET REPLACEMENT.,AIR BOX GASKET REPLACEMENT.,4/24/17,7200,N/A BY A/C MFG DATE.
1163224,4/24/17,4/24/17,N697ND,SEMI,7230,intake gasket leak/damage,c_28,L/H ENGINE #2 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,4/24/17,7230,REPLACED GASKETS.
1163224,4/24/17,4/24/17,N697ND,SEMI,7230,intake gasket leak/damage,c_28,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.","R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",4/24/17,7230,REPLACED GASKET.
1163242,4/24/17,4/24/17,N536ND,C172,7230,intake gasket leak/damage,c_28,INTAKE #3 LEAKING.,INTAKE #3 LEAKING.,4/24/17,7230,REMOVED & REPLACED GASKET.
1163245,4/24/17,4/24/17,N537ND,C172,7230,baffle screw miss/loose,c_8,BAFFLE SCREW MISSING ON #3 CYL BAFFLE.,BAFFLE SCREW MISSING ON #3 CYL BAFFLE.,4/24/17,7230,REINSTALLED SCREW.
1163260,4/24/17,4/25/17,N575ND,C172,7230,intake gasket leak/damage,c_28,"CYL #1, 2, 4 INTAKE GASKETS LEAKING.","CYL #1, 2, 4 INTAKE GASKETS LEAKING.",4/25/17,7230,REMOVED & REPLACED GASKETS.
1163269,4/24/17,4/25/17,N556ND,C172,7230,intake gasket leak/damage,c_28,#3 INTAKE LEAKS.,#3 INTAKE LEAKS.,4/25/17,7230,REPLACED GASKET.
1163269,4/24/17,4/25/17,N556ND,C172,7200,engine crankcase/crankshaft/firewall near repair,c_20,GROUNDING POINTS ON ENG & FIREWALL LOOSE.,GROUNDING POINTS ON ENG & FIREWALL LOOSE.,4/25/17,7200,TIGHTENED ALL BOLTS.
1163276,4/25/17,9/5/17,N318JR,DECA,7230,baffle crack/damage/loose/miss,c_4,FOUND ENGINE BAFFLES CRACKED.,FOUND ENGINE BAFFLES CRACKED.,2/5/17,7230,COMPLETED BAFFLE REPAIR.
1163276,4/25/17,9/5/17,N318JR,DECA,7230,baffle crack/damage/loose/miss,c_4,FOUND ENGINE BAFFLES CRACKED.,FOUND ENGINE BAFFLES CRACKED.,4/28/17,7230,BEGAN FABRICATING PATCHES.
1163276,4/25/17,9/5/17,N318JR,DECA,7230,baffle crack/damage/loose/miss,c_4,FOUND ENGINE BAFFLES CRACKED.,FOUND ENGINE BAFFLES CRACKED.,1/5/17,7230,CONTINUED REPAIRING BAFFLES.
1163276,4/25/17,9/5/17,N318JR,DECA,7230,spark plug need repair/replace,c_39,"CRACKED FIN ON #4 CYLINDER, BETWEEN TOP SPARK PLUG HOLE & IN","CRACKED FIN ON #4 CYLINDER, BETWEEN TOP SPARK PLUG HOLE & IN",3/5/17,7230,DETERMINED CRACK TO BE REPAIRABLE BY INSTALLING FIN STA
1163276,4/25/17,9/5/17,N318JR,DECA,7230,spark plug need repair/replace,c_39,"CRACKED FIN ON #4 CYLINDER, BETWEEN TOP SPARK PLUG HOLE & IN","CRACKED FIN ON #4 CYLINDER, BETWEEN TOP SPARK PLUG HOLE & IN",5/5/17,7230,INSTALLED FIN STABILIZER IAW LYCOMING DIRECT DRIVE OVER
1163287,4/25/17,4/28/17,N557ND,C172,7230,baffle plug need repair/replace,c_6,BOTH BAFFLE PLUGS WORN.,BOTH BAFFLE PLUGS WORN.,4/25/17,7230,REPLACED W/ NEW PLUGS.
1163287,4/25/17,4/28/17,N557ND,C172,7230,intake gasket leak/damage,c_28,#1 INTAKE GASKET LEAKING.,#1 INTAKE GASKET LEAKING.,4/25/17,7230,INSTALLED NEW INTAKE GASKET.
1163287,4/25/17,4/28/17,N557ND,C172,7200,rocker cover leak/loose/damage,c_37,#3 EXHAUST SIDE PUSH ROD & ROCKER SCORED.,#3 EXHAUST SIDE PUSH ROD & ROCKER SCORED.,4/27/17,7200,DRY TAPPET CLEARANCE GOOD.
1163287,4/25/17,4/28/17,N557ND,C172,7234,cylinder crack/fail/need part repair,c_14,#2 CYLINDER CRACKED.,#2 CYLINDER CRACKED.,4/28/17,7234,MAINTENANCE FLIGHT REQUIRED - SEE W/O #1163378.
1163287,4/25/17,4/28/17,N557ND,C172,7200,rocker cover leak/loose/damage,c_37,#3 EXHAUST SIDE PUSH ROD & ROCKER SCORED.,#3 EXHAUST SIDE PUSH ROD & ROCKER SCORED.,4/27/17,7200,ACQUIRED PARTS & SET IN PLACE.
1163287,4/25/17,4/28/17,N557ND,C172,7234,cylinder crack/fail/need part repair,c_14,#2 CYLINDER CRACKED.,#2 CYLINDER CRACKED.,4/27/17,7234,"REMOVED #2, 3, 4 CYLINDERS & BEGAN REPLACING W/ NEW CYL"
1163287,4/25/17,4/28/17,N557ND,C172,7234,cylinder crack/fail/need part repair,c_14,#2 CYLINDER CRACKED.,#2 CYLINDER CRACKED.,4/28/17,7234,"FINISHED REASSEMBLY OF CYLINDERS 2, 3, 4. DRY TAPPET CL"
1163314,4/26/17,4/26/17,N585ND,SEMI,7230,intake gasket leak/damage,c_28,#3 INTAKE LEAKING ON R/H ENGINE.,#3 INTAKE LEAKING ON R/H ENGINE.,4/26/17,7230,REMOVED & REPLACED INTAKE GASKET.
1163314,4/26/17,4/26/17,N585ND,SEMI,7230,intake gasket leak/damage,c_28,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.","INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",4/26/17,7230,REMOVED & REPLACED W/ NEW GASKETS.
1163315,4/26/17,4/26/17,N687ND,SEMI,7230,baffle crack/damage/loose/miss,c_4,L/H ENGINE #4 BAFFLE CRACKED.,L/H ENGINE #4 BAFFLE CRACKED.,4/26/17,7230,REPLACED W/ REPAIRED BAFFLE.
1163315,4/26/17,4/26/17,N687ND,SEMI,7230,intake tube/bolt/seal/boot loose or damage,c_29,R/H ENG #1 INTAKE TUBE GASKET LEAKING.,R/H ENG #1 INTAKE TUBE GASKET LEAKING.,4/26/17,7230,REMOVED & REPLACED GASKET.
1163326,4/27/17,2/5/17,N688ND,SEMI,7200,rocker cover leak/loose/damage,c_37,#3 EXHAUST PUSH ROD & ROCKER SCORED.,#3 EXHAUST PUSH ROD & ROCKER SCORED.,2/5/17,7200,REMOVED & REPLACED W/ NEW PUSH ROD & ROCKER ARM. DRY TA
1163326,4/27/17,2/5/17,N688ND,SEMI,7230,intake gasket leak/damage,c_28,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,4/28/17,7230,CLINDERS NEED TO BE REPLACED. SEE PD #18 FOR CORRECTIVE
1163326,4/27/17,2/5/17,N688ND,SEMI,7200,rocker cover leak/loose/damage,c_37,#4 EXHAUST PUSH ROD & ROCKER ARM SCORED.,#4 EXHAUST PUSH ROD & ROCKER ARM SCORED.,1/5/17,7200,REMOVED & REPLACED W/ NEW PUSH ROD & ROCKER. DRY TAPPET
1163326,4/27/17,2/5/17,N688ND,SEMI,7234,spark plug need repair/replace,c_39,R/H ENG #3 CYL CRACKED BY LWR SPARK PLUG.,R/H ENG #3 CYL CRACKED BY LWR SPARK PLUG.,1/5/17,7234,"REMOVED CYL #2, 3, 4; REPLACED W/ NEW CYLINDERS. BEGAN"
1163326,4/27/17,2/5/17,N688ND,SEMI,7234,spark plug need repair/replace,c_39,R/H ENG #3 CYL CRACKED BY LWR SPARK PLUG.,R/H ENG #3 CYL CRACKED BY LWR SPARK PLUG.,2/5/17,7234,FINISHED INSTALLATION. INSTALLED NEW ROCKER & PUSH ROD
1163326,4/27/17,2/5/17,N688ND,SEMI,7234,spark plug need repair/replace,c_39,R/H ENG #3 CYL CRACKED BY LWR SPARK PLUG.,R/H ENG #3 CYL CRACKED BY LWR SPARK PLUG.,4/28/17,7234,"REMOVED EXHAUST & STARTED REMOVAL OF BAFFLES, O/B BAFFL"
1163326,4/27/17,2/5/17,N688ND,SEMI,7234,spark plug need repair/replace,c_39,R/H ENG #3 CYL CRACKED BY LWR SPARK PLUG.,R/H ENG #3 CYL CRACKED BY LWR SPARK PLUG.,2/5/17,7234,CYLINDER CHANGE DONE IAW LYCOMING OVERHAUL MANUAL. MAIN
1163347,4/28/17,3/5/17,N718ND,ARCH,7230,rocker cover leak/loose/damage,c_37,#1 & 3 ROCKER COVERS LEAKING.,#1 & 3 ROCKER COVERS LEAKING.,4/28/17,7230,TIGHTENED LOOSE SCREWS.
1163398,4/30/17,1/5/17,N572ND,C172,7200,engine need repair/reinstall/clean,c_23,"DURING SHUT DOWN CHECKLIST, WHEN PUT THROTTLE IDLE, ENGINE S","DURING SHUT DOWN CHECKLIST, WHEN PUT THROTTLE IDLE, ENGINE S",1/5/17,7200,TORQUED ENGINE MOUNTS. RAN UP ENGINE. OPS CK GOOD.
1163398,4/30/17,1/5/17,N572ND,C172,7200,engine run rough,c_24,"DURING SHUT DOWN CHECKLIST, WHEN PUT THROTTLE IDLE, ENGINE S","DURING SHUT DOWN CHECKLIST, WHEN PUT THROTTLE IDLE, ENGINE S",4/30/17,7200,"PERFORMED RUN UP W/ COWL OFF, CAN STILL HEAR TAPPING &"
1163398,4/30/17,1/5/17,N572ND,C172,7200,engine need repair/reinstall/clean,c_23,"DURING SHUT DOWN CHECKLIST, WHEN PUT THROTTLE IDLE, ENGINE S","DURING SHUT DOWN CHECKLIST, WHEN PUT THROTTLE IDLE, ENGINE S",4/30/17,7200,"RAN UP ENGINE, ENGINE RUNS SMOOTH, MAG DROPS, EGT'S, CH"
1163450,1/5/17,1/5/17,N654ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE GASKET IS LEAKING.,#2 INTAKE GASKET IS LEAKING.,1/5/17,7230,"REPLACED GASKET, LEAK CK GOOD."
1163459,2/5/17,2/5/17,N525ND,C172,550,engine/propeller overspeed or damage,c_26,ENGINE OVERSPEED 2750 AT PEAK.,ENGINE OVERSPEED 2750 AT PEAK.,2/5/17,7200,"REVIEWED FLIGHT DATA, VERIFIED 2740.3 PEAK OVERSPEED. C"
1163469,2/5/17,3/5/17,N680ND,SEMI,7320,cylinder head/exhaust gas temperature issue,c_16,R/H ENG #3 CYL INTAKE GASKET LEAKING.,R/H ENG #3 CYL INTAKE GASKET LEAKING.,3/5/17,7230,"REMOVED COWL, REMOVED & REPLACED GASKET. REINSTALLED CO"
1163469,2/5/17,3/5/17,N680ND,SEMI,7320,cylinder head/exhaust gas temperature issue,c_16,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,3/5/17,7230,"REMOVED COWL, REMOVED & REPLACED GASKETS. REINSTALLED C"
1163495,2/5/17,2/5/17,N524ND,C172,7230,intake gasket leak/damage,c_28,#4 INTAKE LEAKING.,#4 INTAKE LEAKING.,2/5/17,7230,REMOVED & REPLACED GASKET.
1163497,2/5/17,2/5/17,N546ND,C172,7230,baffle plug need repair/replace,c_6,L/H ENGINE BAFFLE PLUG TABS BROKEN.,L/H ENGINE BAFFLE PLUG TABS BROKEN.,2/5/17,7230,INSTALLED NEW BAFFLE PLUG.
1163503,2/5/17,3/5/17,N641ND,C172,7230,baffle screw miss/loose,c_8,BAFFLE SCREW BEHIND OIL TUBE LOOSE.,BAFFLE SCREW BEHIND OIL TUBE LOOSE.,3/5/17,7230,TIGHTENED SCREW.
1163503,2/5/17,3/5/17,N641ND,C172,7230,baffle seal loose/damage,c_9,"BAFFLE SEAL, ABOVE ENG INTAKE HAS WORN SPOTS.","BAFFLE SEAL, ABOVE ENG INTAKE HAS WORN SPOTS.",3/5/17,7230,INSTALLED BLACK RTV TO WORN AREAS.
1163536,3/5/17,4/5/17,N530ND,C172,7230,baffle screw miss/loose,c_8,R/H REAR ENGINE BAFFLE SCREWS LOOSE.,R/H REAR ENGINE BAFFLE SCREWS LOOSE.,4/5/17,7230,INSTALLED NEW SCREWS IN BAFFLE ANCHOR.
1163537,3/5/17,4/5/17,N586ND,SEMI,7230,rocker cover leak/loose/damage,c_37,#3 ROCKER COVER LEAKING ON R/H ENGINE.,#3 ROCKER COVER LEAKING ON R/H ENGINE.,3/5/17,7230,INSTALLED NEW ROCKER BOX COVER GASKET.
1163537,3/5/17,4/5/17,N586ND,SEMI,7234,cylinder crack/fail/need part repair,c_14,L/H ENG #1 CYLINDER CRACKED.,L/H ENG #1 CYLINDER CRACKED.,4/5/17,7234,INSTALLED PUSH RODS & ROCKERS. DRY TAPPET CLEARANCE CK
1163537,3/5/17,4/5/17,N586ND,SEMI,7234,cylinder crack/fail/need part repair,c_14,L/H ENG #1 CYLINDER CRACKED.,L/H ENG #1 CYLINDER CRACKED.,3/5/17,7234,"REMOVED #1, 2, 3, 4 CYLINDERS. REPLACED W/ NEW CYLINDER"
1163537,3/5/17,4/5/17,N586ND,SEMI,7234,cylinder crack/fail/need part repair,c_14,L/H ENG #1 CYLINDER CRACKED.,L/H ENG #1 CYLINDER CRACKED.,4/5/17,7234,"RAN UP A/C, OPS & LEAK CK GOOD. MAINTENANCE FLIGHT REQU"
1163537,3/5/17,4/5/17,N586ND,SEMI,7200,rocker cover leak/loose/damage,c_37,R/H ENG #2 CYL PUSH ROD END & ROCKER SCORED.,R/H ENG #2 CYL PUSH ROD END & ROCKER SCORED.,4/5/17,7200,REPLACED W/ NEW ROCKER & PUSH ROD. TAPPET CLEARANCE CK
1163537,3/5/17,4/5/17,N586ND,SEMI,7200,rocker cover leak/loose/damage,c_37,R/H ENGINE #1 CYL EXHAUST ROCKER WORN ON SHAFT.,R/H ENGINE #1 CYL EXHAUST ROCKER WORN ON SHAFT.,4/5/17,7200,REPLACED W/ NEW ROCKER & ROCKER SHAFT. TAPPET CLEARANCE
1163537,3/5/17,4/5/17,N586ND,SEMI,7200,rocker cover leak/loose/damage,c_37,R/H ENGINE #3 CYL EXHAUST ROCKER WORN ON SHAFT.,R/H ENGINE #3 CYL EXHAUST ROCKER WORN ON SHAFT.,4/5/17,7200,REPLACED W/ NEW ROCKER & ROCKER SHAFT. TAPPET CLEARANCE
1163584,4/5/17,4/5/17,N695ND,SEMI,7230,engine run rough,c_24,"RIGHT ENGINE, LEFT MAG DROPPED 200+.","RIGHT ENGINE, LEFT MAG DROPPED 200+.",4/5/17,7230,"RAN A/C & CONFIRMED PROBLEM. R/H ENG, R/H MAG TIMING IS"
1163600,5/5/17,5/5/17,N574ND,C172,561,baffle crack/damage/loose/miss,c_4,R/H REAR BAFFLE MISSING GROMMET.,R/H REAR BAFFLE MISSING GROMMET.,5/5/17,7230,INSTALLED GROMMET.
1163634,6/5/17,6/5/17,N642ND,C172,7230,baffle plug need repair/replace,c_6,BAFFLE PLUGS WORN.,BAFFLE PLUGS WORN.,6/5/17,7230,REMOVED & REPLACED BAFFLE PLUGS. INSTALLED BAFFLE PATCH
1163665,8/5/17,8/5/17,N513ND,C172,7230,intake gasket leak/damage,c_28,#4 INTAKE GASKET LEAKING.,#4 INTAKE GASKET LEAKING.,8/5/17,7230,REPLACED GASKET.
1163698,8/5/17,8/5/17,N556ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING.,#2 INTAKE LEAKING.,8/5/17,7230,REMOVED & REPLACED GASKET.
1163699,8/5/17,8/5/17,N550ND,C172,7230,rocker cover leak/loose/damage,c_37,#3 & 4 ROCKER COVERS LEAKING.,#3 & 4 ROCKER COVERS LEAKING.,8/5/17,7230,REMOVED & REPLACED ROCKER COVER GASKET.
1163715,9/5/17,9/5/17,N678ND,C172,7230,intake gasket leak/damage,c_28,#1 CYL INTAKE BOLTS LOOSE.,#1 CYL INTAKE BOLTS LOOSE.,9/5/17,7230,TIGHTENED BOLTS.
1163715,9/5/17,9/5/17,N678ND,C172,7230,baffle plug need repair/replace,c_6,BOTH BAFFLE PLUGS ARE IN NEED OF REPLACEMENT.,BOTH BAFFLE PLUGS ARE IN NEED OF REPLACEMENT.,9/5/17,7230,INSTALLED NEW PLUGS.
1163731,9/5/17,12/5/17,N572ND,C172,7230,engine seal/tube/bolt loose or damage,c_25,"ENG FWD LWR BLACK SEAL HAS WORN SPOTS, ABOVE AIR INTAKE.","ENG FWD LWR BLACK SEAL HAS WORN SPOTS, ABOVE AIR INTAKE.",10/5/17,7230,SEALED AREAS W/ BLACK RTV.
1163743,9/5/17,9/5/17,N549ND,C172,7230,baffle rivet loose/miss/damage,c_7,"RIVET LOOSE AT BAFFLE, AFT CENTER.","RIVET LOOSE AT BAFFLE, AFT CENTER.",9/5/17,7230,REPLACED RIVET W/ NEW.
1163752,10/5/17,11/5/17,N576ND,C172,7233,cylinder compression issue,c_13,#4 COMPRESSION IS 20/80.,#4 COMPRESSION IS 20/80.,10/5/17,7233,"REMOVED CYLINDER, FOUND EXHAUST VALVE TO BE BURNT. STAR"
1163752,10/5/17,11/5/17,N576ND,C172,7233,cylinder compression issue,c_13,#4 COMPRESSION IS 20/80.,#4 COMPRESSION IS 20/80.,11/5/17,7233,"PERFORMED LIFTER INSP & TEST, NO DEFECTS. PERFORMED DRY"
1163752,10/5/17,11/5/17,N576ND,C172,7233,cylinder compression issue,c_13,#4 COMPRESSION IS 20/80.,#4 COMPRESSION IS 20/80.,11/5/17,7233,REMOVED PISTON FROM CONNECTING ROD. INSPECTED PISTON PI
1163753,10/5/17,10/5/17,N770ND,ARCH,7230,intake gasket leak/damage,c_28,#3 INTAKE GASKET LEAKING.,#3 INTAKE GASKET LEAKING.,10/5/17,7230,REMOVED BOTTOM COWLING. REMOVED & REPLACED GASKET W/ NE
1163766,10/5/17,10/5/17,N571ND,C172,7230,intake gasket leak/damage,c_28,#3 INTAKE GASKET IS LEAKING.,#3 INTAKE GASKET IS LEAKING.,10/5/17,7230,REMOVED & REPLACED GASKET.
1163766,10/5/17,10/5/17,N571ND,C172,7230,baffle bracket loose/damage,c_3,"#3 AFT BAFFLE HAS A BROKEN BRACKET, BEHIND OIL FILLER TUBE.","#3 AFT BAFFLE HAS A BROKEN BRACKET, BEHIND OIL FILLER TUBE.",10/5/17,7230,REPLACED W/ REPAIRED BAFFLE.
1163784,11/5/17,12/5/17,N695ND,SEMI,7230,intake gasket leak/damage,c_28,"L/H ENGINE #2, 4 INTAKE GASKETS LEAKING.","L/H ENGINE #2, 4 INTAKE GASKETS LEAKING.",11/5/17,7230,REMOVED & REPLACED GASKETS.
1163863,5/14/17,5/16/17,N384ND,ARRO,7230,intake tube/bolt/seal/boot loose or damage,c_29,#3 CYL INTAKE TUBE NEEDS NEW GASKETS.,#3 CYL INTAKE TUBE NEEDS NEW GASKETS.,5/16/17,7230,LEAK CK OK.
1163863,5/14/17,5/16/17,N384ND,ARRO,7230,intake tube/bolt/seal/boot loose or damage,c_29,#3 CYL INTAKE TUBE NEEDS NEW GASKETS.,#3 CYL INTAKE TUBE NEEDS NEW GASKETS.,5/15/17,7230,REMOVED & REPLACED GASKETS.
1163870,5/14/17,5/16/17,N641ND,C172,7230,intake gasket leak/damage,c_28,#2 CYL INTAKE LEAKING.,#2 CYL INTAKE LEAKING.,5/16/17,7230,INSTALLED NEW GASKET.
1163871,5/14/17,5/15/17,N525ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING.,#2 INTAKE LEAKING.,5/15/17,7230,REMOVED & REPLACED GASKET.
1163876,5/15/17,5/15/17,N7364H,H30G,7230,baffle plug need repair/replace,c_6,BAFFLE PLUG DAMAGED.,BAFFLE PLUG DAMAGED.,5/15/17,7230,INSTALLED PLUG.
1163936,5/16/17,5/17/17,N559ND,C172,7230,baffle plug need repair/replace,c_6,BAFFLE PLUGS WORN.,BAFFLE PLUGS WORN.,5/16/17,7230,REPLACED BOTH BAFFLE PLUGS.
1163944,5/16/17,5/16/17,N563ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING.,#2 INTAKE LEAKING.,5/16/17,7230,REPLACED GASKET.
1163944,5/16/17,5/16/17,N563ND,C172,7230,baffle screw miss/loose,c_8,SCREW MISSING FROM #3 AFT BAFFLE.,SCREW MISSING FROM #3 AFT BAFFLE.,5/16/17,7230,REPLACED MISSING SCREW.
1163948,5/16/17,5/17/17,N514ND,C172,7230,intake gasket leak/damage,c_28,#4 INTAKE GASKET LEAKING.,#4 INTAKE GASKET LEAKING.,5/17/17,7230,REMOVED & REPLACED GASKET.
1163965,5/16/17,5/17/17,N652ND,C172,7230,baffle crack/damage/loose/miss,c_4,HARDWARE MISSING @ #3 BAFFLE.,HARDWARE MISSING @ #3 BAFFLE.,5/16/17,7230,INSTALLED NEW SCREW.
1163965,5/16/17,5/17/17,N652ND,C172,7230,baffle crack/damage/loose/miss,c_4,CRACK ON #4 CYLINDER AFT BAFFLE.,CRACK ON #4 CYLINDER AFT BAFFLE.,5/16/17,7230,STOP DRILLED CRACK.
1163969,5/17/17,5/17/17,N527ND,C172,7230,baffle plug need repair/replace,c_6,BAFFLE PLUGS WORN.,BAFFLE PLUGS WORN.,5/17/17,7230,REMOVED & REPLACED BOTH BAFFLE PLUGS.
1164002,5/19/17,5/19/17,N8363C,H30G,7200,mixture fail/need adjust,c_31,"CHT FLUCTUATING IN FLIGHT, +/- 100*.","CHT FLUCTUATING IN FLIGHT, +/- 100*.",5/19/17,7200,REPLACED CHT PROBE. MX FLIGHT REQUIRED - SEE W/O #11640
1164004,5/19/17,5/19/17,N573ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING.,#2 INTAKE LEAKING.,5/19/17,7230,REMOVED & REPLACED INTAKE GASKET.
1164038,5/21/17,5/22/17,N513ND,C172,7230,baffle crack/damage/loose/miss,c_4,L/H FWD ENGINE BAFFLE CRACKED.,L/H FWD ENGINE BAFFLE CRACKED.,5/22/17,7230,STOP DRILLED CRACK.
1164038,5/21/17,5/22/17,N513ND,C172,7230,engine failure/fire/time out,c_21,"DURING RUN UP, #2 CYL WAS COLD & ENGINE SHOCK VIOLENTLY (ENG","DURING RUN UP, #2 CYL WAS COLD & ENGINE SHOCK VIOLENTLY (ENG",5/22/17,7200,OPS & LEAK CK GOOD.
1164038,5/21/17,5/22/17,N513ND,C172,7230,engine failure/fire/time out,c_21,"DURING RUN UP, #2 CYL WAS COLD & ENGINE SHOCK VIOLENTLY (ENG","DURING RUN UP, #2 CYL WAS COLD & ENGINE SHOCK VIOLENTLY (ENG",5/22/17,7231,"FOUND #2 CYL EXHAUST VALVE TO BE STUCK. REAMED CYL #1,"
1164050,5/22/17,5/22/17,N745ND,ARCH,550,engine/propeller overspeed or damage,c_26,SAFETY DEPARTMENT WAS NOTIFIED OF POSSIBLE ENGINE OVERSPEED.,SAFETY DEPARTMENT WAS NOTIFIED OF POSSIBLE ENGINE OVERSPEED.,5/22/17,7200,"REVIEWED FLIGHT DATA, VERIFIED MAX RPM OF 2733.6; INSP"
