Runways.1198,00492.5*A,17/35,34.68851480588539,-86.68699891666314,34.66879474964449,-86.68256633350558
Runways.1199,00494.*A,01/19,33.379730555423066,-88.00753888906557,33.39377500006546,-88.00561944442494
Runways.1200,00498.*A,11/29,33.13157777775886,-85.37757500031869,33.12777777761312,-85.36685555584859
Runways.1201,00498.01*H,H1
Runways.1202,00498.5*A,09/27
Runways.1203,00499.03*A,09/27
Runways.1204,00499.1*A,09/27
Runways.1205,00502.1*A,02/20,34.43781588892244,-87.71417430513439,34.45232797200685,-87.70908630575563
Runways.1206,00507.*A,06/24,30.49911508333128,-88.28058686101906,30.50470502805907,-88.26965794469606
Runways.1207,00507.01*A,13/31
Runways.1208,00507.02*A,05/23,31.10065277745058,-86.06712777812065,31.10675277745475,-86.05807222196586
Runways.1209,00508.22*H,H1
Runways.1210,00509.1*A,04/22,34.682990360760165,-86.01123072221732,34.69441905547802,-86.00063155587554
Runways.1211,00509.12*H,H1
Runways.1212,00511.*A,15/33,32.353051805351114,-86.99509230584054,32.33483230546986,-86.98050911121369
Runways.1213,00511.1*H,H1
Runways.1214,00514.*A,05/23
Runways.1215,00516.*A,10/28
Runways.1216,00519.*C,10W/28W
Runways.1217,00520.1*A,17/35
Runways.1218,00520.2*A,05/23,34.88260277770442,-85.80847777806385,34.88995000009884,-85.79809999972723
Runways.1219,00521.*C,16W/34W
Runways.1220,00522.*A,18/36
Runways.1221,00522.1*A,18/36
Runways.1222,00522.11*A,04/22
Runways.1223,00522.11*A,10/28
Runways.1224,00522.11*A,16/34
Runways.1225,00525.1*A,09/27,33.171904972320725,-86.31434094451129,33.17176436104728,-86.29673174969706
Runways.1226,00525.11*C,12W/30W
Runways.1227,00528.1*A,04/22,33.56274791691677,-86.0569335830887,33.576261111019264,-86.04546944423122
Runways.1228,00530.*A,13/31,32.51790322230496,-85.8800249998778,32.511960999843105,-85.87233672180626
Runways.1229,00530.1*H,H1
Runways.1230,00536.*H,H1
Runways.1231,00536.02*A,18/36
Runways.1232,00539.*H,H1
Runways.1233,00539.01*A,12/30
Runways.1234,00546.*A,07/25,31.857310000358883,-86.02642436070728,31.86327050002642,-86.00772777769951
Runways.1235,00546.*A,14/32,31.865176027872877,-86.01484797196514,31.854158861288465,-86.00509141637673
Runways.1236,00546.01*A,09/27
Runways.1237,00554.*A,04/22,33.21014888907963,-87.61917672183031,33.22362447242007,-87.60523033302691
Runways.1238,00554.*A,11/29,33.22915938926239,-87.61594963915647,33.22425099992601,-87.60424186102425
Runways.1239,00554.01*H,H1
Runways.1240,00554.03*H,H1
Runways.1241,00561.*A,13/31,32.46478186119807,-85.68635586119984,32.45615472256763,-85.67371716702353
Runways.1242,00561.01*A,14/32
Runways.1243,00561.02*A,10/28
Runways.1244,00565.*A,14/32,32.169998417005836,-85.81366361116359,32.16240777784939,-85.80588972184884
Runways.1245,00568.5*H,H1
Runways.1246,00570.*A,17/35,33.85152916672062,-88.1169475003807,33.84191666647196,-88.11400000037274
Runways.1247,00590.*A,09/27,32.52940000036072,-86.33310111117319,32.52950111102217,-86.3233341665685
Runways.1248,00590.*A,18/36,32.52908555532213,-86.33383249971457,32.52118055524831,-86.33396944428638
Runways.1249,00590.1*A,06/24
Runways.1250,00593.5*A,18/36
Runways.1251,00594.*A,15/33
Runways.1252,00594.01*H,H1
Runways.1253,00596.*A,17/35
Runways.1254,00597.*A,06/24
Runways.1255,03329.19*H,H1
Runways.1256,03329.19*H,H2
Runways.1257,03329.19*H,H3
Runways.1258,03329.19*H,H4
Runways.1259,00860.*A,10/28,34.41543333306176,-91.4675538887324,34.413220833022486,-91.45797194407564
Runways.1260,00860.*A,18/36,34.41568805582845,-91.46744166669552,34.4060819447306,-91.4675049997197
Runways.1261,00860.5*A,09/27
Runways.1262,00861.1*A,04/22,34.09472847218752,-93.07163836151898,34.1049054721597,-93.06053261093398
Runways.1263,00861.11*A,02/20
Runways.1264,00867.*A,04/22,36.25927352752004,-91.56800347236161,36.27050680537247,-91.55734272201552
Runways.1265,00871.1*H,H1
Runways.1266,00871.11*A,09/27,35.27197277766363,-91.27668888882455,35.27183611088703,-91.26397222177988
Runways.1267,00875.*A,04/22,35.29663888884833,-91.56054166675972,35.30019166661567,-91.55610833350889
Runways.1268,00875.*A,09/27,35.30057222187029,-91.56086944404059,35.30011944425923,-91.55342222258734
Runways.1269,00880.*A,08/26,35.723070194687836,-91.66113091685604,35.72598905548952,-91.64123077821714
Runways.1270,00880.*A,18/36,35.73365191683782,-91.63941288901769,35.72595122245334,-91.63957552810156
Runways.1271,00880.01*H,H1
Runways.1272,00882.*A,03/21
Runways.1273,00884.*A,16/34
Runways.1274,00886.39*A,02/20,34.5839425552519,-92.48227594409796,34.59685669464462,-92.47659597201496
Runways.1275,00886.41*H,H1
Runways.1276,00886.8*A,18/36,36.35132874982873,-94.2192796666454,36.33917302807502,-94.21938974979358
Runways.1277,00886.82*H,H1
Runways.1278,00897.1*A,07/25,36.37995041702119,-93.63032608328997,36.3827354167265,-93.61875674991607
Runways.1279,00897.11*H,H1
Runways.1280,00897.12*H,H1
Runways.1281,00899.5*A,14/32
Runways.1282,00901.*A,18/36,35.98027825021165,-89.94395361090713,35.9484094997797,-89.94395488920976
Runways.1283,00901.1*A,18/36,35.94727474987737,-89.8309589725885,35.93354469432728,-89.83063627797551
Runways.1284,00901.11*H,H1
Runways.1285,00904.1*A,09/27,35.14960350035485,-93.8688293607556,35.1494491387493,-93.8579497224158
Runways.1286,00905.*A,14/32
Runways.1287,00906.*A,02/20,34.87532138918136,-91.17934805549176,34.88522555534959,-91.17353333342119
Runways.1288,00907.5*A,18/36
Runways.1289,00909.*A,18/36
Runways.1290,00909.01*A,09/27,34.93865277773445,-92.02741666708214,34.939222222441124,-92.02077777756932
Runways.1291,00909.02*A,18/36
Runways.1292,00909.03*A,09/27
Runways.1293,00909.04*A,09/27
Runways.1294,00909.05*A,09/27
Runways.1295,00909.06*A,18/36
Runways.1296,00910.*A,11/29
Runways.1297,00911.2*A,15/33,36.16931916664497,-92.14781499988523,36.16214138866826,-92.14280777791512
Runways.1298,00912.*A,01/19,33.61397530584145,-92.76507805517178,33.63161927758723,-92.76171172195082
Runways.1299,00912.01*H,H1
Runways.1300,00912.6*A,04/22
Runways.1301,00913.*A,09/27,34.80604925000942,-91.72250061097984,34.805811722122534,-91.70751097180606
Runways.1302,00913.*A,18/36,34.81669141643205,-91.70909855542455,34.804346471877174,-91.70937797190209
Runways.1303,00913.5*A,15/33
Runways.1304,00913.7*U,18/36
Runways.1305,00913.71*A,12/30
Runways.1306,00913.8*A,07/25
Runways.1307,00914.01*A,09/27
Runways.1308,00914.96*A,18/36
Runways.1309,00915.5*G,07/25
Runways.1310,00915.9*A,18/36
Runways.1311,00917.*A,18/36,34.65098333337792,-91.39460000040496,34.642194444634754,-91.39483333330843
Runways.1312,00918.*A,09/27,35.47119583344901,-93.43469166702731,35.47017138894624,-93.41960499992138
Runways.1313,00918.01*H,H1
Runways.1314,00918.03*H,H1
Runways.1315,00920.*A,13/31,35.601453610888754,-92.45658163863882,35.594052666679524,-92.44660427805185
Runways.1316,00920.01*H,H1
Runways.1317,00920.02*A,05/23,35.64711530574926,-92.4105682777844,35.65432238859333,-92.39705699966696
Runways.1318,00920.02*A,H1
Runways.1319,00922.*A,18/36,35.12692869438873,-90.82640024985577,35.113183944296935,-90.82659941623572
Runways.1320,00923.*A,18/36
Runways.1321,00924.*A,08/26,35.081485277931066,-92.43216388860573,35.084057499869296,-92.41618361069283
Runways.1322,00924.*A,18/36,35.0828552774437,-92.42457583377382,35.07386361081115,-92.42519888908521
Runways.1323,00924.01*H,H1
Runways.1324,00924.02*A,11/29
Runways.1325,00924.03*A,10/28
Runways.1326,00924.05*A,04/22,35.014512083009585,-92.56157022254911,35.025244722227896,-92.54863972233083
Runways.1327,00926.2*A,18/36,36.41013499988118,-90.64785611119358,36.39832805571127,-90.64799666699281
Runways.1328,00931.*A,10/28
Runways.1329,00932.8*A,18/36
Runways.1330,00934.*A,18/36
Runways.1331,00937.*A,05/23,33.174074944641845,-91.88660891645104,33.1825994722014,-91.87375236105538
Runways.1332,00937.01*H,H1
Runways.1333,00937.7*H,H1
Runways.1334,00937.75*A,11/29,35.08890499985127,-93.43609416625621,35.08496511114325,-93.41895800001609
Runways.1335,00938.01*H,H1
Runways.1336,00939.*A,13/31,36.347345749762134,-94.44949202763787,36.339888055208576,-94.44016455593817
Runways.1337,00940.3*A,E/W
Runways.1338,00942.2*A,08/26,34.04621127770839,-94.40756788868663,34.04777452740709,-94.39116586073096
Runways.1339,00942.21*H,H1
Runways.1340,00945.*A,01/19,33.48406805523196,-91.44415388859372,33.491841110779845,-91.44106861127567
Runways.1341,00948.*A,09/27
Runways.1342,00951.1*H,H1
Runways.1343,00951.11*A,18/36,34.266683611214106,-91.30735250016228,34.257881388671464,-91.30762138928303
Runways.1344,00951.19*A,01/19
Runways.1345,00952.*A,02/20
Runways.1346,00954.1*A,18/36,33.89139480526753,-91.5339530273498,33.87765858351259,-91.53462116641033
Runways.1347,00956.*A,08/26
Runways.1348,00956.*A,17/35
Runways.1349,00963.*A,18/36,33.195372222134104,-92.66326666689436,33.18712777773257,-92.6631833337787
Runways.1350,00963.01*H,H1
Runways.1351,00963.02*H,H1
Runways.1352,00964.*A,04/22,33.213941027869666,-92.8187641110225,33.226559416645394,-92.8032586663991
Runways.1353,00964.*A,13/31,33.22755124998068,-92.818503388486,33.21748080566747,-92.8069035276638
Runways.1354,00964.*A,17/35,33.22528819433905,-92.81796808330651,33.21503144447786,-92.81816530573221
Runways.1355,00965.5*G,07/25
Runways.1356,00968.2*A,18/36
Runways.1357,00972.42*A,09/27
Runways.1358,00973.*H,H1
Runways.1359,00973.01*U,15/33
Runways.1360,00973.02*A,16/34
Runways.1361,00973.03*A,07/25
Runways.1362,00973.03*A,16/34
Runways.1363,00973.04*A,11/29
Runways.1364,00975.*A,16/34,36.013190249851135,-94.17200583290345,35.99700161111075,-94.16811549980083
Runways.1365,00975.01*A,16/34,36.29320283362529,-94.31198305512177,36.27052769422714,-94.30164066681405
Runways.1366,00975.01*A,17/35,36.292631110830015,-94.31389216644168,36.26995591684816,-94.30354988862675
Runways.1367,00975.02*A,17/35
Runways.1368,00975.03*A,15/33
Runways.1369,00975.03*A,18/36
Runways.1370,00975.04*H,H1
Runways.1371,00975.06*H,H1
Runways.1372,00977.08*A,18/36
Runways.1373,00978.*A,04/22,36.286587471901996,-92.59686588885157,36.295193805241354,-92.58364277770085
Runways.1374,00978.01*A,01/19
Runways.1375,00978.01*A,06/24
Runways.1376,00980.*A,09/27
Runways.1377,00983.1*A,05/23,33.842857500282754,-92.36941472266702,33.848725833317424,-92.36164333336372
Runways.1378,00983.11*H,H1
Runways.1379,00985.*A,18/36,34.94613777742606,-90.77487833344087,34.93785861081155,-90.77505416697966
Runways.1380,00985.01*H,H1
Runways.1381,00985.01*H,H2
Runways.1382,00985.01*H,H3
Runways.1383,00985.02*A,09/27
Runways.1384,00985.02*A,18/36
Runways.1385,00986.71*A,07/25
Runways.1386,00987.*A,01/19,35.3322608052721,-94.36930566641408,35.3450709997374,-94.36324980597851
Runways.1387,00987.*A,07/25,35.3336058055654,-94.38145355525512,35.336973805605204,-94.3548921940871
Runways.1388,00987.01*H,H1
Runways.1389,00987.03*H,H1
Runways.1390,00988.7*A,13/31
Runways.1391,00995.*A,18/36
Runways.1392,00997.5*A,09/27
Runways.1393,00999.*H,H1
Runways.1394,00999.01*A,18/36
Runways.1395,00999.36*A,18/36,35.18183330551272,-92.33496027742417,35.17322591661437,-92.33517336140284
Runways.1396,00999.37*A,18/36
Runways.1397,00999.58*A,06/24
Runways.1398,00999.581*A,18/36
Runways.1399,00999.582*A,09/27
Runways.1400,00999.583*A,17/35
Runways.1401,00999.595*A,18/36
Runways.1402,00999.596*A,18/36
Runways.1403,00999.8*A,18/36
Runways.1404,01000.*A,08/26,33.92376388915409,-93.17539444428304,33.923802777661706,-93.16087777798782
Runways.1405,01000.27*A,05/23
Runways.1406,01000.3*A,08/26
Runways.1407,01001.32*A,02/20,33.51702222217552,-92.46272500037294,33.52818333335335,-92.45784166686029
Runways.1408,01002.*A,18/36,36.2699377220752,-93.15372255571431,36.25309466667599,-93.15574227749347
Runways.1409,01002.01*H,H1
Runways.1410,01002.02*A,08/26
Runways.1411,01002.02*A,13/31
Runways.1412,01008.*A,18/36,34.76477499985988,-91.63801666631767,34.753652777831554,-91.63807500021727
Runways.1413,01008.01*H,H1
Runways.1414,01008.02*A,09/27
Runways.1415,01008.03*A,09/27
Runways.1416,01010.01*A,N/S
Runways.1417,01010.02*H,H1
Runways.1418,01010.1*A,05/23,35.5089086112789,-92.01880583358685,35.51447861147495,-92.00721305598066
Runways.1419,01015.*A,08/26,34.57229613899665,-90.67790650017902,34.5722864166088,-90.66791238870697
Runways.1420,01015.*A,17/35,34.58587616699546,-90.67761666683744,34.57215066698341,-90.67774911084967
Runways.1421,01015.01*H,H1
Runways.1422,01015.2*A,E/W
Runways.1423,01015.2*A,N/S
Runways.1424,01015.6*A,16/34
Runways.1425,01016.*H,H1
Runways.1426,01016.2*A,15/33,34.58764444464889,-91.16920277821863,34.57725277776666,-91.16129166675266
Runways.1427,01019.*A,04/22,33.71476944423147,-93.66949444427445,33.72458333339008,-93.6566111109985
Runways.1428,01019.*A,16/34,33.72765347211023,-93.65686325013245,33.7128961388905,-93.65294780552436
Runways.1429,01019.03*H,H1
Runways.1430,01021.5*A,13/31,36.2249694441719,-91.76173055596863,36.21776388876964,-91.74923055538397
Runways.1431,01022.21*H,H1
Runways.1432,01022.22*H,H1
Runways.1433,01023.*A,05/23,34.47302086085106,-93.1062636384811,34.48360236113464,-93.08850091709324
Runways.1434,01023.*A,13/31,34.48148041676128,-93.09925527818014,34.4736227777833,-93.08951847205324
Runways.1435,01026.*A,N/S
Runways.1436,01027.*A,03/21
Runways.1437,01027.*A,12/30,36.080866472521045,-93.76004547202501,36.07524791684186,-93.75001705568889
Runways.1438,01028.2*A,N/S
Runways.1439,01028.21*A,07/25,34.911408083405256,-92.1654754723325,34.92214586089819,-92.12763036120258
Runways.1440,01028.21*A,071/251,34.91848055581435,-92.14513888900943,34.921600000190175,-92.13416111152148
Runways.1441,01028.7*H,H1
Runways.1442,01035.*A,05/23,35.82880994468597,-90.65124094431951,35.8397055555482,-90.63516627772475
Runways.1443,01035.*A,13/31,35.831813499906225,-90.65621086105249,35.82390419440716,-90.64637025010292
Runways.1444,01035.1*H,H1
Runways.1445,01035.11*H,H1
Runways.1446,01035.13*A,17/35
Runways.1447,01039.*A,06/24
Runways.1448,01042.*A,06/24,36.34742713906076,-92.56084538901435,36.35068522199238,-92.55075066623047
Runways.1449,01043.1*A,01/19,33.34065136086073,-91.31729708302115,33.351322361115265,-91.31415630598823
Runways.1450,01043.11*H,H1
Runways.1451,01045.*A,09/27
Runways.1452,01048.*A,17/35
Runways.1453,01056.*A,04L/22R,34.72251266681618,-92.23802333293132,34.73815455528606,-92.21804916682477
Runways.1454,01056.*A,04R/22L,34.71938641676028,-92.22121999969049,34.734985222251694,-92.20129566672601
Runways.1455,01056.*A,18/36,34.73978994409133,-92.23809433307642,34.72269638864114,-92.23864000032272
Runways.1456,01056.*A,H1
Runways.1457,01056.01*H,H1
Runways.1458,01056.02*H,H1
Runways.1459,01056.03*H,H1
Runways.1460,01056.04*H,H1
Runways.1461,01056.05*H,H1
Runways.1462,01056.07*H,H1
Runways.1463,01056.07*H,H2
Runways.1464,01056.08*H,H1
Runways.1465,01056.09*A,01/19
Runways.1466,01056.11*H,H1
Runways.1467,01056.11*H,H2
Runways.1468,01056.12*A,10/28
Runways.1469,01060.02*A,11/29
Runways.1470,01060.02*A,18/36
Runways.1471,01060.03*A,07/25
Runways.1472,01060.04*A,18/36,34.91530555578437,-91.8370000001629,34.90788888878707,-91.83716666639421
Runways.1473,01064.*A,18/36
Runways.1474,01064.01*A,N/S
Runways.1475,01064.7*A,18/36
Runways.1476,01069.1*A,18/36,33.234347222509115,-93.21673888870336,33.220588888666825,-93.21724444437558
Runways.1477,01069.11*H,H1
Runways.1478,01071.1*A,04/22,34.329856389228745,-92.76473500024288,34.33677777792311,-92.75826083300709
Runways.1479,01071.11*H,H1
Runways.1480,01074.*A,18/36,35.9002129164487,-90.15453602763351,35.88867647248944,-90.15460850011738
Runways.1481,01076.1*A,18/36
Runways.1482,01076.11*A,18/36,34.78827533346266,-90.80985011126933,34.77723036119777,-90.81007536113188
Runways.1483,01076.4*A,18/36,35.53748611126294,-90.4000750002359,35.52869444423222,-90.40010277794111
Runways.1484,01076.41*A,09/27
Runways.1485,01076.61*A,05/23,35.89524997231828,-92.66159841636,35.90214349966491,-92.65107697225662
Runways.1486,01076.65*A,18/36
Runways.1487,01076.7*A,E/W
Runways.1488,01076.87*A,18/36
Runways.1489,01076.88*A,18/36,35.23171944421042,-91.09309166650205,35.225125000302455,-91.09323888869902
Runways.1490,01077.1*A,18/36,33.62572333299199,-91.36466833366578,33.61471277747175,-91.36499055576492
Runways.1491,01077.11*H,H1
Runways.1492,01080.*A,03/21,36.066305944597644,-91.83369874988426,36.07565458319322,-91.82657186137313
Runways.1493,01080.02*U,08U/26U
Runways.1494,01081.*A,09/27,34.54301083311489,-94.2080951113521,34.542378805452394,-94.18818483342855
Runways.1495,01081.*A,17/35,34.55546166669098,-94.20899555564344,34.54181361080913,-94.20709388866229
Runways.1496,01094.5*A,01/19
Runways.1497,01096.*A,03/21,33.632691694137094,-91.75535113853742,33.64441141656986,-91.74665033337655
Runways.1498,01096.01*H,H1
Runways.1499,01101.1*A,09/27,35.13628499983765,-92.72039444438131,35.13619222200272,-92.70701916670632
Runways.1500,01101.11*A,18/36
Runways.1501,01101.12*H,H1
Runways.1502,01101.2*A,11/29
Runways.1503,01101.3*A,03/21,35.13181944449689,-92.9139398059929,35.145874416630804,-92.90443869444033
Runways.1504,01104.4*A,05/23,36.36469194411862,-92.47719916647375,36.37319138909036,-92.46385611136799
Runways.1505,01104.41*H,H1
Runways.1506,01104.42*H,H1
Runways.1507,01107.2*A,09/27,35.86475555522957,-92.09792777743725,35.86420444454819,-92.08274888928425
Runways.1508,01107.22*H,H1
Runways.1509,01108.1*A,08/26,34.528186111010264,-93.5359750004279,34.52997499975831,-93.52286388853186
Runways.1510,01108.13*A,02/20
Runways.1511,01108.4*H,H1
Runways.1512,01109.1*H,H1
Runways.1513,01109.11*A,01/19,33.99183947251607,-93.8394494446538,34.00257377745863,-93.83671027743496
Runways.1514,01109.7*A,12/30
Runways.1515,01110.*A,04/22,35.629960555352795,-91.18318416628382,35.639844722102254,-91.17148972184535
Runways.1516,01110.*A,18/36,35.64741216681688,-91.17528450025289,35.63367230584297,-91.17558386112637
Runways.1517,01110.01*H,H1
Runways.1518,01110.02*A,18/36
Runways.1519,01118.*A,05/23,34.82856502804296,-92.25901605561938,34.83641702760229,-92.24533791633624
Runways.1520,01118.*A,17/35,34.83835325019202,-92.25743477817419,34.83005825009704,-92.25737352744487
Runways.1521,01118.01*A,18/36
Runways.1522,01120.*A,13/31
Runways.1523,01123.*A,N/S
Runways.1524,01126.11*H,H1
Runways.1525,01126.2*A,01/19,35.68598916687202,-90.0111088884486,35.69630388916503,-90.00913083322727
Runways.1526,01128.*A,04/22,35.50761777783642,-93.8433833334713,35.51376777754546,-93.83522916663554
Runways.1527,01129.4*A,18/36
Runways.1528,01132.*A,04/22,36.05863558367816,-90.51329027736472,36.06715838860724,-90.50226111085264
Runways.1529,01132.*A,08/26,36.065207500119556,-90.51621805575894,36.06534638870739,-90.5067733332534
Runways.1530,01132.1*A,18/36
Runways.1531,01132.2*H,H1
Runways.1532,01134.1*A,03/21,35.29614166636732,-93.68452777750366,35.3019000001763,-93.67882499989054
Runways.1533,01134.11*A,01/19
Runways.1534,01141.5*A,18/36,36.3817083331164,-90.16622777802444,36.37470277810332,-90.16625555572966
Runways.1535,01141.51*H,H1
Runways.1536,01142.*A,18/36,34.182754194178536,-91.93563780583156,34.166271888863925,-91.93557063879776
Runways.1537,01142.1*H,H1
Runways.1538,01144.7*A,18/36,36.25099083340551,-90.95511891626262,36.24000586129628,-90.95529624998791
Runways.1539,01144.71*H,H1
Runways.1540,01147.01*A,09/27
Runways.1541,01152.1*A,18/36,33.80863333364941,-93.36203055582062,33.7991166668776,-93.36231666654366
Runways.1542,01152.11*A,01/19
Runways.1543,01152.11*A,18L/36R
Runways.1544,01152.11*A,18R/36L
Runways.1545,01153.8*A,18/36
Runways.1546,01156.*A,02/20,36.364611194251545,-94.11031541686701,36.38020797211305,-94.10361522182764
Runways.1547,01156.01*H,H1
Runways.1548,01156.03*A,16/34
Runways.1549,01159.*A,09/27
Runways.1550,01161.1*A,07/25,35.25734083299599,-93.10150833376109,35.26095222192981,-93.08502388897138
Runways.1551,01161.11*H,H1
Runways.1552,01162.*A,08/26
Runways.1553,01163.*A,02/20,36.351498888855474,-91.83327472261229,36.36031694478548,-91.82863416689001
Runways.1554,01163.01*H,H1
Runways.1555,01165.*A,01/19,35.202554194754136,-91.73973825001615,35.21865855538353,-91.73533711148679
Runways.1556,01165.01*H,H1
Runways.1557,01165.02*H,H1
Runways.1558,01165.03*H,H1
Runways.1559,01165.04*A,10/28
Runways.1560,01165.05*A,01/19
Runways.1561,01168.01*A,01/19,34.32322683316189,-92.35246263919491,34.3318210281424,-92.35018355582692
Runways.1562,01168.7*A,18/36
Runways.1563,01168.71*A,17/35,34.41142777758259,-91.95875000012624,34.40098888860537,-91.95875000012624
Runways.1564,01169.*A,18/36
Runways.1565,01170.1*A,18/36,36.198686111392774,-94.48920277791618,36.18501666650368,-94.49077500034329
Runways.1566,01170.11*H,H1
Runways.1567,01170.12*A,18/36
Runways.1568,01176.*A,18/36,36.18362613890903,-94.11813855541891,36.169174333258795,-94.12035675007861
Runways.1569,01176.01*H,H1
Runways.1570,01176.7*A,06/24
Runways.1571,01180.*A,18/36,33.93054669441179,-91.86099855586023,33.92230338925687,-91.86124291648213
Runways.1572,01182.*A,02/20,33.43926516697985,-93.05575313883786,33.44714047197184,-93.05283536138771
Runways.1573,01185.1*H,H1
Runways.1574,01186.*A,09/27,34.60398550014829,-91.57873527765003,34.60353461102285,-91.56212369429817
Runways.1575,01186.*A,18/36,34.60418066689813,-91.57847805584821,34.58766241635344,-91.57912461108742
Runways.1576,01188.*A,04/22,33.44625197244992,-94.001355778141,33.45908544431772,-93.98606086089094
Runways.1577,01188.*A,13/31,33.46009605544778,-93.99365744432816,33.44999561112297,-93.9816037222851
Runways.1578,01188.01*A,09/27
Runways.1579,01188.11*H,H1
Runways.1580,01188.5*A,15/33
Runways.1581,01188.51*A,09/27
Runways.1582,01189.5*A,N/S
Runways.1583,01190.*H,H1
Runways.1584,01191.56*H,H1
Runways.1585,01195.51*A,09/27,34.876151277761764,-94.11497188893948,34.87585486099234,-94.10281080564353
Runways.1586,01197.*A,04/22,36.11356369454856,-90.93366319469061,36.125209582970626,-90.91928513844373
Runways.1587,01197.*A,13/31,36.13464261143563,-90.93125636100775,36.12492011143344,-90.91928372180053
Runways.1588,01197.*A,18/36,36.13273477755526,-90.92326963924263,36.118997611143676,-90.92328058341774
Runways.1589,01197.01*H,H1
Runways.1590,01200.1*A,03/21,33.556073055472424,-92.08891666632947,33.56478750004769,-92.08187527767045
Runways.1591,01200.11*H,H1
Runways.1592,01200.4*A,18/36
Runways.1593,01201.*A,01/19,35.5871083331572,-90.91425555560956,35.59343888918311,-90.91308611080639
Runways.1594,01201.1*A,18/36
Runways.1595,01203.*A,16/34
Runways.1596,01206.2*A,17/35,35.143304444380064,-90.23434916670456,35.126812777815395,-90.2345438891188
Runways.1597,01206.21*H,H1
Runways.1598,01207.*A,07/25
Runways.1599,01208.*A,01/19
Runways.1600,01209.*A,09/27
Runways.1601,01211.*A,18/36
Runways.1602,01211.01*H,H1
Runways.1603,01211.1*A,16/34,35.23702472217597,-90.76285305565295,35.226178611436055,-90.76024972178988
Runways.1604,01211.51*H,H1
Runways.1605,51513.7*A,12/30,-14.21305644404106,-169.42680822197613,-14.219162944666673,-169.42029036068496
Runways.1606,51524.1*A,08/26,-14.183990555776674,-169.6728230555407,-14.1847105552158,-169.6672244447713
Runways.1607,51525.*A,05/23,-14.340504721811524,-170.7252341667051,-14.326797222617753,-170.70072583325367
Runways.1608,51525.*A,08/26,-14.326424444730467,-170.71298472242285,-14.326417777625561,-170.7022483330315
Runways.1609,51535.01*A,18/36
Runways.1610,00624.*A,12/30
Runways.1611,00624.01*A,17/35,33.924716667015026,-113.16783333293164,33.913983333637226,-113.1678000000447
Runways.1612,00624.02*A,17/35
Runways.1613,00624.03*A,14/32
Runways.1614,00626.*A,12/30,32.45658333296511,-112.86576388884438,32.44919722234757,-112.85705277821056
Runways.1615,00627.3*A,E/W
Runways.1616,00630.3*A,05/23,34.5905138889107,-113.17893888858221,34.59527500018136,-113.1649583332553
Runways.1617,00632.*A,08/26
Runways.1618,00632.1*A,10/28,32.00046430541716,-110.36430383350584,31.998438389153232,-110.35161924979154
Runways.1619,00634.*A,02/20
Runways.1620,00634.*A,17/35,31.376691666943056,-109.88274722182899,31.36060000038349,-109.88578888863493
Runways.1621,00634.02*H,H1
Runways.1622,00634.512*H,H1
Runways.1623,00636.*A,07/25
Runways.1624,00636.*A,17/35
Runways.1625,00640.21*A,08/26
Runways.1626,00640.24*A,16/34
Runways.1627,00640.3*A,17/35,33.43008999976041,-112.68586138877643,33.41498472205336,-112.6865000002136
Runways.1628,00640.49*H,H1
Runways.1629,00640.5*A,16/34,35.1662678614624,-114.56021002811289,35.14570272226093,-114.55866080525202
Runways.1630,00640.51*A,18/36,35.01072777781161,-114.5650333335033,35.000561111225664,-114.56501944465069
Runways.1631,00640.52*A,13/31
Runways.1632,00640.53*A,17/35,34.894777777916374,-114.61663888846107,34.881586111325966,-114.61663888846107
Runways.1633,00642.71*A,17/35
Runways.1634,00642.72*H,H1
Runways.1635,00642.81*A,14/32
Runways.1636,00642.86*H,H1
Runways.1637,00642.87*A,06/24
Runways.1638,00642.871*H,H1
Runways.1639,00642.872*H,H1
Runways.1640,00642.9*A,05/23,32.95131600015147,-111.77415269448791,32.95847955527031,-111.7594860553543
Runways.1641,00645.11*A,17/35,33.30425388908967,-111.9154311111239,33.29349861077053,-111.91544249996508
Runways.1642,00645.12*A,03/21
Runways.1643,00645.12*A,12/30
Runways.1644,00645.13*H,H1
Runways.1645,00647.01*H,H1
Runways.1646,00648.*A,04L/22R,33.26411327796074,-111.81995202813259,33.27194824997804,-111.8089859718625
Runways.1647,00648.*A,04R/22L,33.26572455581996,-111.8141629996758,33.274392333685576,-111.8020263056398
Runways.1648,00648.*A,H1
Runways.1649,00653.01*A,18/36,36.11869533352998,-109.57399288909647,36.09989577779974,-109.57695777779341
Runways.1650,00653.5*A,02/20
Runways.1651,00653.51*A,11/29
Runways.1652,00655.*A,07/25
Runways.1653,00658.*A,07/25,32.9563164722671,-109.21923061145242,32.95776077740243,-109.20309397188284
Runways.1654,00660.7*A,02/20,36.95360649992994,-113.0168353057199,36.96597041642345,-113.00864866658324
Runways.1655,00660.7*A,11/29,36.964703860845994,-113.02388822245895,36.955395167015446,-113.00571947244414
Runways.1656,00660.85*A,01/19
Runways.1657,00661.2*A,09/27
Runways.1658,00661.2*A,10/28
Runways.1659,00662.*A,05/23,32.93364577776032,-111.43541147198242,32.941235722597185,-111.41967055556687
Runways.1660,00662.*A,17/35,32.93930852750158,-111.42491555530445,32.92866561111456,-111.42496358373114
Runways.1661,00662.3*A,17/35
Runways.1662,00665.*A,14/32,34.73537113885637,-112.03806077734606,34.724737444719814,-112.03221061134764
Runways.1663,00665.1*H,H1
